epoch,accuracy,learning_rate,loss,top2_acc,val_accuracy,val_loss,val_top2_acc
20,0.11463844776153564,9.999999747378752e-06,2.4080357551574707,0.23544973134994507,0.1008230447769165,2.2677741050720215,0.19341564178466797
21,0.11596120148897171,9.999999747378752e-06,2.4303717613220215,0.23236331343650818,0.1008230447769165,2.2757484912872314,0.19341564178466797
22,0.12125220149755478,9.999999747378752e-06,2.408287525177002,0.22178129851818085,0.10288065671920776,2.284086227416992,0.19341564178466797
23,0.10449735820293427,9.999999747378752e-06,2.4163787364959717,0.22089947760105133,0.1213991791009903,2.2983005046844482,0.19547325372695923
24,0.10229276865720749,4.999999873689376e-06,2.4148426055908203,0.2134038805961609,0.11934156715869904,2.302175998687744,0.1913580298423767
25,0.12257495522499084,4.999999873689376e-06,2.39172625541687,0.21472662687301636,0.11728394776582718,2.296769618988037,0.187242791056633
26,0.10097001492977142,4.999999873689376e-06,2.3781473636627197,0.20370370149612427,0.11316872388124466,2.2943270206451416,0.1913580298423767
